	material	depth	vc	rake_angle	clearance_angle	expected_cut_force	A	B	C	n	m	d1	d2	d3	d4	d5	densidade	young_modulus	poisson_coef
215	AISI_4340	0.25	1000	-10	5	562.5923339843754	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
216	AISI_4340	0.25	1000	-7	5	611.1050537109376	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
217	AISI_4340	0.25	1000	-4	5	584.8319091796877	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
218	AISI_4340	0.25	1000	-1	5	429.2525207519532	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
219	AISI_4340	0.25	1000	2	5	610.2454833984377	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
220	AISI_4340	0.25	1000	5	5	608.6292236328128	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
221	AISI_4340	0.25	1000	8	5	632.6455078125	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
222	AISI_4340	0.25	1000	11	5	806.4144287109375	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
223	AISI_4340	0.25	1000	14	5	745.5726196289063	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
224	AISI_4340	0.25	1500	-10	5	643.2012817382815	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
225	AISI_4340	0.25	1500	-7	5	567.2376586914063	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
226	AISI_4340	0.25	1500	-4	5	586.5097412109375	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
227	AISI_4340	0.25	1500	-1	5	379.6912109375002	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
228	AISI_4340	0.25	1500	2	5	456.7965148925782	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
229	AISI_4340	0.25	1500	5	5	594.516455078125	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
230	AISI_4340	0.25	1500	8	5	790.5899658203127	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
231	AISI_4340	0.25	1500	11	5	812.6886108398437	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
232	AISI_4340	0.25	1500	14	5	872.2439575195316	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
233	AISI_4340	0.25	2000	-10	5	455.8083923339844	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
234	AISI_4340	0.25	2000	-7	5	635.2113159179689	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
235	AISI_4340	0.25	2000	-4	5	611.4961181640626	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
236	AISI_4340	0.25	2000	-1	5	316.6296325683594	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
237	AISI_4340	0.25	2000	2	5	367.6426147460938	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
238	AISI_4340	0.25	2000	5	5	322.3622375488282	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
239	AISI_4340	0.25	2000	8	5	638.2664916992186	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
240	AISI_4340	0.25	2000	11	5	763.7216918945312	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
241	AISI_4340	0.25	2000	14	5	856.1332397460935	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
242	AISI_4340	0.25	2500	-10	5	453.74353637695305	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
243	AISI_4340	0.25	2500	-7	5	631.8156127929688	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
244	AISI_4340	0.25	2500	-4	5	674.5734863281252	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
245	AISI_4340	0.25	2500	-1	5	364.77333374023436	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
246	AISI_4340	0.25	2500	2	5	361.46598510742194	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
247	AISI_4340	0.25	2500	5	5	341.917254638672	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
248	AISI_4340	0.25	2500	8	5	637.2953369140625	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
249	AISI_4340	0.25	2500	11	5	814.3063232421877	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
250	AISI_4340	0.25	2500	14	5	730.9561157226564	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
251	AISI_4340	0.25	3000	-10	5	408.959765625	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
252	AISI_4340	0.25	3000	-7	5	688.105810546875	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
253	AISI_4340	0.25	3000	-4	5	634.9121337890625	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
254	AISI_4340	0.25	3000	-1	5	361.2501525878906	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
255	AISI_4340	0.25	3000	2	5	650.2726318359375	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
256	AISI_4340	0.25	3000	5	5	603.6855712890626	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
257	AISI_4340	0.25	3000	8	5	559.547155761719	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
258	AISI_4340	0.25	3000	11	5	788.2041259765626	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
259	AISI_4340	0.25	3000	14	5	799.1911254882814	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
260	AISI_4340	0.25	3500	-10	5	600.6954223632813	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
261	AISI_4340	0.25	3500	-7	5	639.9703247070314	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
262	AISI_4340	0.25	3500	-4	5	686.1648925781252	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
263	AISI_4340	0.25	3500	-1	5	352.1356933593752	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
264	AISI_4340	0.25	3500	2	5	629.165026855469	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
265	AISI_4340	0.25	3500	5	5	579.9436035156252	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
266	AISI_4340	0.25	3500	8	5	805.9965454101564	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
267	AISI_4340	0.25	3500	11	5	753.5756225585938	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
268	AISI_4340	0.25	3500	14	5	735.50517578125	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
269	AISI_4340	0.25	4000	-10	5	433.9863220214844	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
270	AISI_4340	0.25	4000	-7	5	677.8801635742191	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
271	AISI_4340	0.25	4000	-4	5	660.5397949218752	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
272	AISI_4340	0.25	4000	-1	5	494.6329345703126	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
273	AISI_4340	0.25	4000	2	5	620.009997558594	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
274	AISI_4340	0.25	4000	5	5	586.9373535156252	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
275	AISI_4340	0.25	4000	8	5	600.86044921875	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
276	AISI_4340	0.25	4000	11	5	582.5709106445313	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
277	AISI_4340	0.25	4000	14	5	746.622705078125	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
278	AISI_4340	0.25	4500	-10	5	566.8648498535156	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
279	AISI_4340	0.25	4500	-7	5	662.494873046875	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
280	AISI_4340	0.25	4500	-4	5	661.8480712890628	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
281	AISI_4340	0.25	4500	-1	5	635.9537719726565	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
282	AISI_4340	0.25	4500	2	5	640.0545288085935	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
283	AISI_4340	0.25	4500	5	5	587.853955078125	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
284	AISI_4340	0.25	4500	8	5	706.4073364257814	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
285	AISI_4340	0.25	4500	11	5	688.9737548828127	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
286	AISI_4340	0.25	4500	14	5	619.9560791015626	792.0	510.0	0.014	1.03	0.26	0.05	3.44	-2.12	0.002	0.61	2.7e-09	209000.0	0.28
287	AISI_52100	0.25	1000	-10	5	354.6080505371096	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
288	AISI_52100	0.25	1000	-7	5	345.34870605468757	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
289	AISI_52100	0.25	1000	-4	5	253.8834747314454	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
290	AISI_52100	0.25	1000	-1	5	290.5977111816408	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
291	AISI_52100	0.25	1000	2	5	303.931201171875	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
292	AISI_52100	0.25	1000	5	5	293.055029296875	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
293	AISI_52100	0.25	1000	8	5	280.96867675781243	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
294	AISI_52100	0.25	1000	11	5	293.9501892089844	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
295	AISI_52100	0.25	1000	14	5	275.3916564941406	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
296	AISI_52100	0.25	1500	-10	5	311.2442199707032	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
297	AISI_52100	0.25	1500	-7	5	340.92799072265615	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
298	AISI_52100	0.25	1500	-4	5	282.6173583984376	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
299	AISI_52100	0.25	1500	-1	5	298.4160400390624	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
300	AISI_52100	0.25	1500	2	5	306.143719482422	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
301	AISI_52100	0.25	1500	5	5	281.90497436523435	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
302	AISI_52100	0.25	1500	8	5	278.9238098144532	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
303	AISI_52100	0.25	1500	11	5	297.92891845703144	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
304	AISI_52100	0.25	1500	14	5	281.3774047851562	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
305	AISI_52100	0.25	2000	-10	5	331.8007995605468	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
306	AISI_52100	0.25	2000	-7	5	350.18193359375	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
307	AISI_52100	0.25	2000	-4	5	299.32466430664056	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
308	AISI_52100	0.25	2000	-1	5	290.52778320312524	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
309	AISI_52100	0.25	2000	2	5	297.4099792480468	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
310	AISI_52100	0.25	2000	5	5	293.25885620117197	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
311	AISI_52100	0.25	2000	8	5	288.64252319335964	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
312	AISI_52100	0.25	2000	11	5	270.955291748047	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
313	AISI_52100	0.25	2000	14	5	278.5277893066408	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
314	AISI_52100	0.25	2500	-10	5	330.1343688964844	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
315	AISI_52100	0.25	2500	-7	5	302.713491821289	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
316	AISI_52100	0.25	2500	-4	5	280.125015258789	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
317	AISI_52100	0.25	2500	-1	5	316.12996215820317	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
318	AISI_52100	0.25	2500	2	5	306.18783569335943	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
319	AISI_52100	0.25	2500	5	5	271.5562927246094	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
320	AISI_52100	0.25	2500	8	5	282.318505859375	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
321	AISI_52100	0.25	2500	11	5	282.5540466308596	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
322	AISI_52100	0.25	2500	14	5	281.0783142089844	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
323	AISI_52100	0.25	3000	-10	5	365.9888977050782	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
324	AISI_52100	0.25	3000	-7	5	345.04447631835956	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
325	AISI_52100	0.25	3000	-4	5	283.30020141601574	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
326	AISI_52100	0.25	3000	-1	5	317.88203735351556	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
327	AISI_52100	0.25	3000	2	5	305.6492248535158	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
328	AISI_52100	0.25	3000	5	5	285.3570190429688	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
329	AISI_52100	0.25	3000	8	5	277.17561035156257	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
330	AISI_52100	0.25	3000	11	5	287.66100463867195	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
331	AISI_52100	0.25	3000	14	5	284.4544738769532	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
332	AISI_52100	0.25	3500	-10	5	353.15064697265615	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
333	AISI_52100	0.25	3500	-7	5	351.781671142578	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
334	AISI_52100	0.25	3500	-4	5	316.3771484375002	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
335	AISI_52100	0.25	3500	-1	5	330.7914245605468	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
336	AISI_52100	0.25	3500	2	5	298.238720703125	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
337	AISI_52100	0.25	3500	5	5	278.27870483398436	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
338	AISI_52100	0.25	3500	8	5	275.29450683593757	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
339	AISI_52100	0.25	3500	11	5	264.24755859375	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
340	AISI_52100	0.25	3500	14	5	269.7707458496094	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
341	AISI_52100	0.25	4000	-10	5	366.9250305175782	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
342	AISI_52100	0.25	4000	-7	5	345.1953125	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
343	AISI_52100	0.25	4000	-4	5	320.8650146484374	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
344	AISI_52100	0.25	4000	-1	5	309.10376586914083	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
345	AISI_52100	0.25	4000	2	5	292.5841247558594	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
346	AISI_52100	0.25	4000	5	5	254.49197998046878	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
347	AISI_52100	0.25	4000	8	5	278.776904296875	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
348	AISI_52100	0.25	4000	11	5	275.573895263672	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
349	AISI_52100	0.25	4000	14	5	278.82442016601556	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
350	AISI_52100	0.25	4500	-10	5	352.03988037109383	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
351	AISI_52100	0.25	4500	-7	5	322.5646545410156	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
352	AISI_52100	0.25	4500	-4	5	304.006854248047	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
353	AISI_52100	0.25	4500	-1	5	306.7049560546876	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
354	AISI_52100	0.25	4500	2	5	315.7834228515626	774.78	134.0	0.0018	0.37	3.171	0.0368	2.34	-1.484	0.0035	0.411	2.7e-09	222000.0	0.29
